nr_isbn13,nr_egzemplarza,tytul,nr_edycji,autor,rok_wydania,czy_dostepne_online,liczba_stron,id_kategorii,id_filii
978-1-84007-288-4,1,Wisieć ale późny zazwyczaj pozycja Wielka Brytania,1,Inga Skowyra,1995,False,,15,1
978-1-77275-353-0,1,Poziom morski powieść małżeństwo zbudować wygląd łódź lata,,Mikołaj Wawrzeńczyk,1973,True,426,18,10
978-1-186-64139-3,3,Jedenaście tyle pewny otworzyć cierpieć leczenie koło,,Kamil Ulfik,1986,True,100,26,6
978-0-371-42622-7,1,On zły kłaść,1,pan Szymon Żugaj,1955,True,514,32,4
978-0-8402-4619-6,1,Średniowieczny zgoda otwierać syn zmęczony wrzesień stowarzyszenie,2,Natasza Krüger,2024,True,216,16,7
978-1-81536-481-5,2,Jego postawić za mebel,1,Malwina Dybka,1991,False,797,23,8
978-1-353-10829-2,2,Obserwować dotyczyć,5,pani Kamila Fraszczyk,2007,True,732,18,8
978-1-356-12929-4,2,Graniczyć hasło,1,Dawid Stożek,2025,True,728,23,3
978-0-8116-3328-4,2,Przecież otwarty port chwila zwykle,1,Dariusz Hyjek,2014,False,324,41,1
978-1-112-34221-9,1,Sala interes kilka,2,Róża Rawa,2018,True,461,38,1
978-1-5257-4469-3,2,Biuro strumień łóżko czerwony proces,2,Julian Wlaźlak,1988,True,508,25,4
978-1-323-18759-3,2,Strefa dodatek,3,Kornelia Kukier,1983,True,569,28,4
978-0-11-839034-7,1,Wyjść powiat tarcza przy wiatr,3,Franciszek Kokosza,2007,True,932,39,2
978-1-55862-821-2,3,Społeczny nauczyciel kilka ile dostęp mleko,1,Przemysław Szelest,1977,True,,26,10
978-0-7701-1665-1,1,Wystawa w wyniku egzamin,5,Eryk Migała,1984,False,,36,4
978-0-02-407674-8,1,Zbiornik pamięć piłka,4,Ksawery Sacharczuk,2014,True,871,22,2
978-1-967117-33-8,3,Ciepło przemysł można pięćdziesiąt,2,Nikodem Kosiak,1998,False,957,34,10
978-1-82211-986-6,3,Wśród mecz ubogi też,4,pan Jan Stróż,1985,True,120,18,10
978-0-19-057380-5,1,Czynnik wpływ drobny,1,pani Kalina Duczmal,2001,True,257,27,8
978-0-646-00765-6,3,Otworzyć naród jedynie otwarty,2,Piotr Hanzel,1984,True,474,22,9
978-1-159-29948-4,3,Teatr sprzedawać,4,Eryk Lewko,1972,True,822,35,2
978-0-558-74356-7,3,Żeński utrzymywać dzielić w,4,pani Ida Wojtach,1981,False,780,30,10
978-1-4263-6291-0,2,Płyn sprzęt daleki pozwalać przyjąć Belgia wrogość 3,5,pani Anastazja Domurad,1978,False,457,3,5
978-1-4552-3839-2,2,Wróg przejaw Rzym Szwajcaria port pozycja już,,Jerzy Matacz,2010,False,998,15,8
978-1-214-67730-1,3,Można wrócić bydło skutek drobny opowiadać albo wprowadzać,2,Nela Szott,1997,True,,19,3
978-0-86847-811-1,1,Występować miejscowość pełnić,,Janina Wons,2014,False,928,12,8
978-1-05-160405-8,3,Korona właściciel żywy zająć,1,Szymon Mordal,2016,True,767,4,8
978-0-14-676331-1,3,Sztuka lubić możliwy,3,Justyna Roczniak,1973,False,600,24,10
978-1-381-54712-4,3,Metr sztuczny wojsko,1,pan Jan Młotek,2022,False,574,32,7
978-0-370-93204-0,1,Rolnik 6 płakać całkowity świeży wykonywać tkanina potrzebować,,pan Natan Nawrotek,1991,False,395,32,7
978-0-7995-0905-2,1,Niedźwiedź zachowywać się gruby zwykły silny,5,Tymoteusz Banek,1984,True,598,46,8
978-1-03-625832-0,2,Wykonywać wielkość go razem w,3,Aurelia Ciuła,1969,False,551,50,8
978-1-168-14280-1,2,Połączenie ostry wrogość warstwa,5,Dariusz Nabiałek,1957,True,183,17,10
978-0-9919264-9-7,3,Partia więc,,Marek Niebudek,1961,False,784,31,3
978-1-83741-666-0,3,Biały bieg prostytutka finansowy,4,Grzegorz Pyc,1976,False,724,24,2
978-0-7478-6527-8,1,Wyrób usuwać międzynarodowy budowa,2,Antoni Wilma,1996,True,976,4,2
978-1-64217-884-5,3,Marzec rzeczownik uciec stracić stać się,4,Oskar Szkoła,1953,True,203,11,8
978-0-19-268451-6,1,Wyspa żółty służba zły wątpliwość ślad film rzymski piłka dotyczyć,,pan Alex Buszkiewicz,2021,True,320,44,5
978-1-325-27954-8,3,Statek rower,4,Julian Boś,1996,False,,50,9
978-1-874891-68-0,3,Mistrz zimny urodzić się sobota,1,pan Alan Gładka,2012,False,245,12,8
978-1-82422-025-6,3,Kontakt problem spadać,2,Józef Tomys,1989,True,880,29,4
978-1-85745-881-7,3,Wejść łaciński sok ssak,1,Maciej Parzonka,1976,True,930,44,5
978-0-316-12079-1,2,Leczenie drogi malować dolina kula analiza przedstawienie poznać,,Stanisław Palonek,1987,False,102,48,6
978-0-9864649-3-5,1,Instytucja stanowisko wystawa szkoda,2,Tadeusz Włodyka,2017,False,,39,7
978-1-875268-69-6,3,Rzadki transport,,Krystyna Liśkiewicz,1964,False,451,33,2
978-0-13-391809-0,1,50 jej kolumna,3,Kazimierz Kaletka,1979,True,850,46,3
978-1-964230-28-3,1,Jądro jego skłonność świątynia,,pan Mateusz Ragan,1959,True,229,1,6
978-0-09-475966-4,3,Wracać diabeł trudno ważny spowodować zmarły,5,Patryk Herba,1997,True,695,29,1
978-1-70846-097-6,1,Pięć treść dokładny,3,Karina Mielcarz,1971,False,706,37,5
978-1-68806-320-4,3,Kura organ dawać wspaniały,2,pani Ewa Uliasz,1983,True,261,13,8
978-0-03-968005-3,1,1 dzisiejszy typ,4,Wiktor Soczewka,1987,True,106,19,7
978-1-01-333285-2,3,W Kształcie uzyskać składać podstawa wewnętrzny bok ilość,5,Nataniel Kiełbus,2015,True,540,45,8
978-1-64453-327-7,1,Umożliwiać kontynent kanał zysk flaga dyskusja Ukraina cały,5,Kaja Korbel,1983,False,183,9,9
978-1-78685-029-4,3,Znajdować wrogi znany,4,Roksana Wódka,1975,False,483,37,10
978-1-161-60152-7,1,Armia powstawać zboże,4,Witold Fraś,2024,False,164,42,3
978-1-02-719912-0,2,Określenie święto zakres ponownie źródło osiemdziesiąt poczta umieć niechęć,3,Marcel Majorczyk,1955,False,849,36,10
978-1-9810-7254-5,3,Ciało ziarno dialekt piątek wśród chłopiec kanał przynosić jednocześnie,2,Gustaw Sudnik,1997,False,443,12,2
978-1-4669-8820-0,2,Lipiec przejść czasownik zakładać budzić (…) banknot technika kolejowy,1,Nikodem Franaszek,2004,False,343,22,2
978-0-8298-9432-5,3,Dziewiąty musieć taki pokonać 50,2,Angelika Pawela,1957,True,948,7,2
978-0-8286-7691-5,3,Umieścić inaczej komórka handlowy brać woda,4,pan Oskar Durlej,1978,True,410,22,3
978-1-990390-65-4,1,Analiza rok wnętrze przerwa cześć policja,1,Oliwier Bartocha,2013,False,654,16,3
978-1-122-73791-3,2,Kultura osoba banknot iść niebezpieczny pora,,pani Dagmara Chojak,1964,True,319,34,6
978-1-79524-759-7,2,Burza 900 dziób 20 wypadek kobieta ta północ abugida japoński,5,pan Robert Bojczuk,2018,True,309,27,9
978-1-57828-034-6,1,Grzyb głód ile zupa miecz układ okresowy,2,pani Nela Ośka,2011,False,863,17,1
978-0-937367-88-9,1,Bilet firma organ niewielki rosnąć człowiek,1,Ryszard Wośko,1977,False,403,33,4
978-0-7746-8884-0,1,Zachód decyzja Ziemia,4,Apolonia Kałwa,1980,False,679,9,9
978-1-4168-2275-2,3,Niedziela utrzymywać korzystać popularny,3,Leonard Rduch,1979,True,979,12,4
978-0-419-12372-9,2,Powieść taniec,5,Sandra Tylec,1957,False,893,14,5
978-1-4323-4392-7,3,Latać róg prosty,1,Cezary Dziadura,1997,False,627,38,1
978-1-74116-941-6,2,Górny chęć strach,4,Wiktor Bandyk,1981,False,725,3,3
978-1-06-451741-3,1,Możliwość odmiana istota deszcz atmosfera gleba rasa blisko,2,Gabriel Rubaj,2025,True,730,17,9
978-1-70727-364-5,2,Aktor lis akt wywodzić się mnóstwo,2,Juliusz Orzeszek,1968,True,,19,9
978-0-615-27966-4,1,Mówić specjalny przedmiot koń odpowiedni literatura akcja poprzedni po prostu,,Michał Hajdasz,1965,False,477,46,3
978-1-64645-361-0,2,Sklep gęś produkcja państwo marka żółty należeć,5,Melania Bondaruk,1955,False,112,26,1
978-1-63418-309-3,2,Rola panować teoria piłka nożna bogaty 4,4,Dawid Brygoła,1969,False,267,12,4
978-0-313-13244-5,2,Ktoś piec kłopot zgromadzenie lecz opisać,,pani Melania Kość,1994,True,828,40,2
978-1-105-94593-9,2,Model imię Ukraina,3,Melania Korniak,2014,False,452,29,1
978-1-385-37723-9,2,Wypowiedź zły pojawić się kolor silny różowy piękny brak nastrój,1,pan Radosław Paluszak,2012,True,792,26,8
978-1-366-57425-1,2,Już utrzymywać życie,5,Józef Pierzak,1968,False,480,18,8
978-1-59863-177-7,1,Zaraz ciekawy łyżka brać pozostawać,,pan Robert Malesza,1985,False,819,10,2
978-1-62377-449-3,3,Widzieć wodny francuski azjatycki głos rezultat,1,pan Jędrzej Morek,1999,False,728,14,5
978-1-65024-346-7,1,Jedynie pomóc,3,Jeremi Kapka,2016,True,845,18,9
978-1-279-44242-5,1,Cesarz oficjalny port biuro zainteresowanie źle,1,Patryk Dadej,2015,False,950,43,9
978-0-935830-18-7,1,Bóg rzucić niebezpieczny Kościół jeśli długość internetowy kieszeń,,Krzysztof Ambrożewicz,2002,True,989,12,1
978-0-11-062363-4,2,Upadek artystyczny ci doprowadzić spokojny sprzęt,2,Marcin Pazera,2021,False,481,10,5
978-0-397-22885-0,3,Znosić seks Polska powstanie,4,pani Olga Opas,1951,False,444,45,8
978-0-9648816-8-6,2,Wczesny jednak mieć telewizyjny radość drzewo powiedzieć,4,Stanisław Kaszkowiak,1970,True,787,17,2
978-1-73148-290-7,1,Inny bez 1000 tylko komputer postawa wierny rzecz,,Przemysław Gromala,1964,False,259,13,5
978-0-17-216717-6,2,Student kula ukraiński broda obraz płaski,3,Stanisław Posłuszny,2003,False,616,21,5
978-1-08-031784-4,3,Niemcy kolejowy literacki uderzyć starożytny panować bądź przeszkoda mieszkanie,3,Oskar Rurka,1971,False,501,37,10
978-1-06-064065-8,1,Cienki dziś dziać się postępować płaszcz piątek sprzedawać budowla,3,pan Tobiasz Duczek,2009,True,192,32,9
978-1-895746-31-0,1,Jan obiad pokazywać artysta,,Aniela Thomas,1955,True,662,24,4
978-1-208-27391-5,3,Ruch jeden palec żaden,5,Gabriel Prystupa,1997,True,227,39,3
978-1-05-806813-6,3,Przejście katolicki kwiecień mąka godny starać się po prostu,,Monika Wiesiołek,2006,False,403,16,3
978-1-03-567143-4,2,Wzgórze robić sześć dwanaście przyszłość dziać się szkolny mózg,5,Kornel Trepka,1976,False,131,44,5
978-0-321-57566-1,1,Malować motyl,4,pani Adrianna Krauz,1955,True,159,9,6
978-0-491-54495-5,3,Korona seks wieczorem zaufanie aby wielki głód itp,3,pan Krzysztof Prokopczyk,2022,True,,10,10
978-1-9840-6414-1,3,Węgiel pokonać,3,Arkadiusz Kupidura,1969,True,574,49,4
978-0-14-671652-2,1,Ogród muzyka grecki rosyjski,,Anna Maria Bors,1964,False,259,24,2
978-0-8067-9733-5,2,Pomóc niż dodatek ciemny bronić mnóstwo specjalista połączenie morski herbata,,Fryderyk Wołos,1960,True,502,16,8
978-1-9760-9318-0,1,Powstać Europa ona trudno Egipt szklanka,,Łukasz Dej,1967,False,984,32,2
978-0-291-98499-9,2,Broda włoski inny wreszcie poruszać się pójść tysiąc cel charakterystyczny,4,pan Dawid Walocha,1987,True,121,33,9
978-0-931922-02-2,3,Ponieważ dodatek poprzedni dzielić delikatny dyskusja zwłaszcza,4,Marek Sznura,1974,False,259,48,1
978-1-953637-78-9,3,Zakon oznaczać głupiec,2,pan Olgierd Roskosz,1989,False,723,27,4
978-1-954153-11-0,3,Powierzchnia trzymać bóg 9 słoneczny,3,pani Sonia Plona,2018,True,766,19,4
978-0-19-671036-5,2,Pogoda pieniądze włożyć dym większość stopa bydło,,Kamila Stochaj,2000,False,493,12,6
978-0-543-07431-7,1,Iść dwudziesty wspomnienie,3,pani Gaja Miękus,2022,True,437,42,4
978-1-78264-388-3,2,Śpiewać przychodzić następować substancja rodzinny,3,Lidia Siemek,1990,False,456,1,8
978-0-650-20413-3,1,Fabryka wczesny wrażenie trzeci,2,Maciej Fijoł,1999,True,293,13,7
978-0-7823-6976-2,3,Dom czterdzieści układ okresowy otaczać,5,Franciszek Nabiałek,1980,True,890,30,8
978-0-05-682853-7,1,Fałszywy panować jakby dziewczynka spodnie szczególnie zabawa,5,Dariusz Lemanowicz,2013,True,791,36,3
978-1-323-89288-6,1,Mrówka chrześcijaństwo kot głęboki gatunek wewnętrzny,3,Malwina Fechner,1989,False,863,34,10
978-1-906126-45-2,1,Herbata wśród duch ze szeroki przed pszczoła cień,5,Ada Dytrych,1989,True,997,24,7
978-1-78202-037-0,2,Usługa traktować szyja usuwać,1,Konrad Dudzicz,1985,False,906,21,5
978-1-64321-117-6,1,Dar brudny często cichy,,Roksana Kręgiel,2025,True,573,36,4
978-0-941438-98-8,3,Powietrze przyjemność Europa program,4,pan Igor Osojca,2009,False,449,13,1
978-0-7582-2954-0,3,Zając proszę drewniany jeden,,Cezary Kazubek,1975,False,793,3,1
978-0-8472-2798-3,2,Jan dyskusja praktyka powodować usta lata niż podłoga,1,Adrian Kansy,2015,True,289,37,8
978-1-64404-319-6,2,Ktoś,2,Olaf Gajowiak,1965,False,,20,10
978-0-7707-0991-4,3,Żołądek trudny obwód,,pani Ada Serwach,1983,True,299,15,6
978-1-894657-66-2,2,Ochrona zabić ta,,Klara Rompa,2015,False,980,49,9
978-0-250-28102-2,1,Włos badać posługiwać się działalność całkowicie,1,pani Sonia Kiszczak,1979,False,561,12,10
978-0-936892-77-1,1,Istnienie rachunek doprowadzić mój pokryć szanowny robotnik zdarzenie,,Konrad Sobieszczyk,1975,True,101,21,10
978-1-76499-016-5,1,Dział dziesięć,3,Marcin Fąferek,2013,True,891,9,2
978-0-208-15357-9,2,Szanowny technika pomieszczenie przyjść głupek szary,1,Mariusz Parada,1976,False,448,8,10
978-0-947675-23-3,2,Widzieć wiatr pełny uprawiać towar,,pani Kalina Ćmiel,2022,True,,26,6
978-0-05-941705-9,2,Kult szkoła stół,5,Błażej Płócienniczak,1983,False,196,27,2
978-0-515-11182-8,1,Akcja siedemdziesiąt niebezpieczny brzydki Kraków danie,4,Miłosz Senger,1980,False,372,18,4
978-0-7671-6086-5,1,Walczyć postać wycieczka długość zawód wysiłek,,Jędrzej Migda,1959,True,953,28,6
978-0-202-78522-6,1,Wejść pod kura rak obraz złodziej szlachetny ten postać,,pan Fabian Stój,2023,True,801,29,6
978-0-564-73508-2,3,Zwierzę czasownik,1,pani Ida Piestrzeniewicz,1964,False,360,5,7
978-0-00-117294-4,2,Przyjemność skłonność połączenie niewielki,1,pan Jeremi Glica,1961,False,777,12,4
978-1-61028-218-5,2,Okropny postępować urządzenie piątek materiał przejść,,Liwia Kanarek,2003,True,679,1,8
978-1-4329-4021-8,2,Męski obraz nagle lato zielony,1,Kamila Bryda,2013,True,148,1,7
978-0-8146-8978-3,3,Wybrzeże polski urząd składać mrówka udać się przedstawiciel miłość,,Natasza Szykuła,2000,True,668,44,1
978-0-699-37733-1,3,Tu numer atmosfera trwały ósmy,1,Leonard Owsiany,1954,False,583,24,6
978-1-61341-553-5,2,Kierować cierpienie napisać rzucać,1,Marianna Korzeniak,2024,False,,21,7
978-0-641-43368-9,3,Jedynie lekki wystawa naród utrzymywać kość rozwiązanie należeć,2,Robert Bobel,1967,False,828,8,8
978-1-216-80687-7,1,Zakładać sok szybko myśl,1,Emil Olbrych,1972,False,398,45,7
978-0-404-20333-7,1,Przeprowadzać z krwi i kości otwarty trudny,3,Alex Fogel,1964,True,208,19,8
978-1-75372-167-1,3,Obowiązywać region wakacje,,Adrianna Wojtach,1976,False,806,4,5
978-1-5338-4552-8,2,Wóz wywoływać,3,Elżbieta Bacia,1966,True,188,50,7
978-0-435-60476-9,1,Radość ziemia specjalista jazda czerwony związany powiedzieć w czasie,,Krystyna Zięciak,1957,False,,48,2
978-0-8464-5018-4,3,Półwysep niektóry bądź czynić,,pani Marika Łapaj,2012,True,707,22,9
978-0-654-69027-7,3,Traktować cześć pozycja,2,pan Szymon Imiela,2000,False,110,20,10
978-0-7225-3370-3,1,Rozumieć liczyć bilet po pojedynczy strefa,,Malwina Sadownik,2003,True,770,31,1
978-0-8214-3346-1,2,Wśród długo dotyczyć albo,5,Oskar Pasierbek,1968,False,208,13,10
978-1-4908-9192-7,1,Tajemnica Wielka Brytania bieda sobota jeżeli,,pan Leon Siemieńczuk,1958,True,201,4,8
978-0-365-01707-3,2,Mysz mówić uśmiech drogi podatek jesień,3,Józef Kajdan,2008,False,364,24,7
978-0-923976-02-6,2,Słyszeć kanał św zaczynać budować chmura pomiędzy,,pan Adam Lulek,2001,False,448,43,2
978-0-7498-6467-5,1,Łuk silny zupa bieda intensywny,,pani Melania Miros,2023,True,866,6,7
978-1-09-801120-8,1,Wina urządzenie,5,Julianna Forysiak,2014,True,150,45,5
978-0-09-720370-6,2,Gdyby postać piasek wstyd pod ojczyzna,2,pan Dariusz Zaucha,1965,True,114,3,6
978-1-74717-067-6,3,Walczyć uciekać stosować,5,Sebastian Kleina,2022,False,809,1,7
978-1-62429-300-9,2,Powiedzieć tydzień krzew Szwecja piec,3,pan Mieszko Franiak,2000,False,872,33,5
978-1-380-07266-5,2,Za Pomocą zeszły minerał,2,Kalina Majos,1955,True,766,37,6
978-0-8434-3971-7,1,Bieg wybrać panna przykład tyle centrum,,Kalina Bukowiec,1972,False,137,33,9
978-1-343-56717-7,1,Niemcy pokazywać praktyka para występować,5,Julita Smalec,1955,False,,20,1
978-1-84840-413-7,2,Brzeg powolny sklep przeznaczyć ciągle wiosna wino dziewczyna,1,Michał Cherek,1971,True,398,5,8
978-0-8395-8500-8,1,Bo tradycja polować jakość mięso 900 przyszły,3,pan Igor Filusz,2000,False,543,33,4
978-0-532-96140-6,2,Korzyść tyle broń,5,Robert Karpiak,1972,False,461,46,2
978-0-571-31265-8,3,Doprowadzić mięsień ubranie rachunek grać specjalista,2,pani Lidia Dziopa,1989,True,292,1,3
978-0-669-88130-1,3,Ciecz wielki posiłek sprawiać,3,Bartek Wiewiórka,2008,False,312,29,10
978-0-8349-5663-6,2,Trwały by,1,Natan Rezler,1981,False,523,37,4
978-0-497-45369-5,2,Także tak odległość nastrój praca,4,Gabriel Pawełkiewicz,1962,True,,37,5
978-0-691-93704-5,2,Poczta interes ono,5,Maksymilian Bukowiec,1972,True,396,20,2
978-0-470-74982-1,1,Artysta padać słaby kiedy czasownik śnieg Afryka córka zawodowy,2,pani Justyna Pawliczek,1959,True,319,5,6
978-1-9754-0519-9,3,Niebieski rozumieć dopiero występować dokładny,1,pani Krystyna Łakota,1963,True,944,9,5
978-1-57075-010-6,1,Część wydać wewnątrz chemiczny dziewiąty trzydziesty sprawiać,,Michał Rymarz,1982,True,911,5,10
978-1-970579-29-1,1,Nadzieja przyjaźń autobus krok tłumaczyć,,Olgierd Daniec,2024,True,288,42,2
978-1-357-22197-3,3,Umrzeć kuchnia ruch pieniądze dar forma przez scena,,pani Justyna Chylak,1988,False,968,44,5
978-0-272-63707-4,3,Temperatura czoło 4 niż ogień,1,Melania Bojczuk,1973,True,374,20,3
978-1-85054-332-9,1,Czysty blady cmentarz,4,Julianna Oleszko,1975,False,213,42,10
978-1-77715-680-0,1,Ubogi wojskowy uczyć,1,Borys Grzelczyk,1974,False,241,42,10
978-1-209-78893-7,3,Mapa posługiwać się lotniczy przyrząd móc dwadzieścia kto wiosna,4,pani Sandra Mętel,1955,False,755,41,6
978-1-243-44557-5,1,Długi własny słońce pić,,Ksawery Borysewicz,1974,True,979,13,10
978-1-81588-074-2,1,Stać Się decyzja noga znaleźć związany treść dyskusja,3,Franciszek Podleśna,1972,True,314,36,1
978-1-7324225-5-1,2,Wykonywanie używać,,Bartek Szlęk,1991,True,759,19,6
978-1-273-26445-0,1,Prowadzić ilość zwierzę tytuł powoli,,pan Miłosz Banachowicz,1961,True,377,41,10
978-0-532-46760-1,2,Walczyć zmieniać,4,Juliusz Bystroń,1990,True,106,2,2
978-1-195-64399-9,2,Miara Jan stopień,5,Leon Janasz,1962,False,466,22,6
978-1-280-67181-4,2,Dokument przyczyna Słońce wewnątrz prezydent Belgia 30 własność tam,3,pan Adrian Tatarczuk,1980,True,455,39,2
978-0-583-11986-3,3,Lato ciężar powstać gęś,5,Róża Wichary,1967,True,441,11,5
978-0-257-64726-5,3,Australia dziadek pochodzić komputerowy pracownik wejść,,Karina Hutnik,1964,True,195,14,10
978-1-4153-6706-3,2,Leczenie drewno małpa to powieść lista trzydzieści,5,pani Bianka Cabała,2000,True,987,50,1
978-1-164-15320-7,3,Sądowy nazywać japoński ofiara wartość człowiek,1,pani Adrianna Zeman,1987,False,,29,4
978-1-84293-893-5,1,Biedny charakter wzór rzucić,1,Marianna Wiekiera,1987,False,302,15,6
978-0-86430-108-6,2,Szukać kultura niebezpieczny osobisty ciepło deszcz,5,Daniel Piotrowiak,1997,False,792,30,1
978-0-01-599004-6,3,Metr ramię możliwość komórka klucz układ okresowy ty miękki los,4,Patryk Pyszczek,1952,False,926,16,6
978-0-88656-487-2,2,Czapka niedziela oznaczać ocean ciąża,5,Agnieszka Pałęga,1971,False,604,16,6
978-0-657-88519-9,2,Warszawa wywołać główny spotkanie zapalenie kościelny złodziej moment szeroki możliwy,5,Iwo Maszczyk,1955,True,385,21,7
978-0-89698-356-4,3,Połączenie pomagać skończyć narodowy wywoływać dać się naczynie cebula norma,,Kacper Barczuk,1970,False,,34,3
978-0-262-47432-0,2,Zając otrzymać,,pan Konrad Chomiuk,1988,True,571,46,9
978-1-4012-4081-3,2,Pusty oddech kapelusz przedmiot letni latać usta alkoholowy przeszłość,4,pani Ida Krzeszowiec,1972,True,808,33,10
978-0-906300-58-9,1,Sąd nie ma gra,,Filip Klisz,1971,True,196,47,3
978-0-8151-2016-2,2,Czynnik w kształcie między tutaj pisać,5,pani Marika Oskroba,2001,False,463,49,2
978-1-182-89033-7,1,Przyjemność utrzymywać internetowy domowy egzamin,,Paweł Staniczek,1971,True,558,45,3
978-0-205-48448-5,1,Ta leżeć USA,4,Liwia Dorna,1990,True,677,30,8
978-0-925588-51-7,2,Poza kształt wybierać procent komputerowy uzyskać piec rozmiar,4,pan Grzegorz Knieć,1956,True,563,43,10
978-1-384-12143-7,2,Głowa kto muzeum atmosfera egzamin,1,Józef Kolonko,1957,False,784,45,9
978-0-16-879576-5,3,Powód nasz kurs,2,pani Julita Kargol,1986,False,612,5,4
978-1-7363929-5-9,2,Powstanie we prezent kupić,2,pan Jeremi Famuła,2010,False,718,29,9
978-1-05-465290-2,2,Wzgórze pracownik organ drogi okoliczność,,Justyna Pastuszek,2017,True,111,3,8
978-0-7014-8165-0,2,Wyrażać hałas niebieski kosztować pytanie,1,Melania Orkisz,1980,False,320,50,7
978-0-15-875365-2,1,Fragment ? posiadać a król samolot,4,Janina Słaba,1953,False,392,46,3
978-0-693-05808-3,1,Ilość interes,4,Karina Ochab,2001,True,125,16,3
978-0-571-99452-6,1,3 wejście jednocześnie okolica przecież,2,Stanisław Such,1985,False,316,19,7
978-0-472-11011-7,3,Szereg dwanaście,5,Błażej Drela,1973,False,321,31,6
978-0-00-977557-4,1,Waluta śniadanie postawa,,Alan Rawa,1984,True,883,17,5
978-1-62139-621-5,2,Błoto południowy bycie wszyscy kolacja,,pani Kaja Gabrych,2007,False,988,12,6
